,loss,mae,val_loss,val_mae
0,0.34050053358078003,0.4138241410255432,0.11018272489309311,0.2789733111858368
1,0.1959678679704666,0.3328683376312256,0.0943194255232811,0.26364800333976746
2,0.14800621569156647,0.2998197376728058,1.1442888975143433,0.37641313672065735
3,0.12270036339759827,0.28032565116882324,2.188844919204712,0.46224069595336914
4,0.10990310460329056,0.2699783742427826,1.3451539278030396,0.40293610095977783
5,0.10192900896072388,0.2620810866355896,0.570455014705658,0.3351611793041229
6,0.09875563532114029,0.2584804594516754,0.6083199977874756,0.32579201459884644
7,0.09458045661449432,0.25392967462539673,0.6730851531028748,0.33198511600494385
8,0.09272266179323196,0.25198376178741455,0.716029703617096,0.33963197469711304
9,0.09024028480052948,0.24900293350219727,0.4716372787952423,0.31973016262054443
10,0.08926794677972794,0.24779565632343292,0.40282583236694336,0.3094879984855652
11,0.08862189948558807,0.24656268954277039,0.3449249863624573,0.303301602602005
12,0.08740254491567612,0.24502089619636536,0.27306997776031494,0.29106178879737854
13,0.08533428609371185,0.2425389587879181,0.293381005525589,0.29303717613220215
14,0.08578342944383621,0.24280844628810883,0.35486075282096863,0.3010542690753937
15,0.0855199545621872,0.2424517571926117,0.3399481773376465,0.3016129732131958
16,0.08470018208026886,0.24141205847263336,0.2693884074687958,0.29011082649230957
17,0.08359890431165695,0.23990294337272644,0.1894751936197281,0.2737463414669037
18,0.08370362222194672,0.23963245749473572,0.16795757412910461,0.27210721373558044
19,0.08252552896738052,0.2380020171403885,0.1611286699771881,0.2682395875453949
20,0.08224491775035858,0.23745444416999817,0.17691589891910553,0.27221813797950745
21,0.08203615993261337,0.23726361989974976,0.18829768896102905,0.27158570289611816
22,0.08193035423755646,0.23684227466583252,0.17854580283164978,0.2729644775390625
23,0.08188103884458542,0.2368537187576294,0.1735255867242813,0.27301332354545593
24,0.08166661113500595,0.23614251613616943,0.18630392849445343,0.27448418736457825
25,0.08122557401657104,0.23573824763298035,0.1656293421983719,0.26858407258987427
26,0.08130110800266266,0.23566672205924988,0.16596804559230804,0.26798176765441895
27,0.08048530668020248,0.23477163910865784,0.16669043898582458,0.2689654529094696
28,0.08030498027801514,0.23427574336528778,0.1807107776403427,0.27285870909690857
29,0.07994447648525238,0.2336888164281845,0.16459578275680542,0.2673209011554718
30,0.07984595000743866,0.23346877098083496,0.17226244509220123,0.27060532569885254
31,0.07964059710502625,0.23277036845684052,0.13849644362926483,0.2606745660305023
32,0.07902045547962189,0.23229119181632996,0.1604989469051361,0.263975590467453
33,0.07900924235582352,0.2319062352180481,0.15840864181518555,0.26575568318367004
34,0.0787307471036911,0.23182417452335358,0.1617186963558197,0.265433132648468
35,0.07872065156698227,0.2314053624868393,0.17282220721244812,0.26721951365470886
36,0.07853341847658157,0.2312350571155548,0.1357085257768631,0.2603124976158142
37,0.07844211161136627,0.23135825991630554,0.14532721042633057,0.2636851370334625
38,0.07823972404003143,0.23063510656356812,0.13452588021755219,0.25929418206214905
39,0.078026182949543,0.230103999376297,0.142491415143013,0.2605055570602417
40,0.07793467491865158,0.230414018034935,0.1514376550912857,0.26366692781448364
41,0.07778049260377884,0.22981832921504974,0.1519867479801178,0.26086804270744324
42,0.07737471163272858,0.2291773557662964,0.17173993587493896,0.26718461513519287
43,0.07731588929891586,0.22902579605579376,0.1706332117319107,0.2678980827331543
44,0.0773424431681633,0.22876101732254028,0.14159059524536133,0.2597237229347229
45,0.07710874080657959,0.22853918373584747,0.13183388113975525,0.2561895251274109
46,0.07726750522851944,0.2290881872177124,0.1302035003900528,0.2570018172264099
47,0.07706446200609207,0.2285449355840683,0.13811244070529938,0.25712305307388306
48,0.07673081755638123,0.22805847227573395,0.15703615546226501,0.25906938314437866
49,0.07673658430576324,0.22791023552417755,0.1513502299785614,0.25828903913497925
50,0.07601770013570786,0.2269311398267746,0.1395541876554489,0.2571452260017395
51,0.07660861313343048,0.22757551074028015,0.16832581162452698,0.2636197805404663
